,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
60,6.853698211776174,0.962077617164661,3,2,2,1,1,0,0,0,1,0,1
61,6.849419413796899,0.9614769873095039,2,1,1,1,0,0,0,1,1,0,1
62,6.849419413796899,0.9614769873095039,4,2,2,1,0,0,0,1,1,0,0
63,6.847264101770764,0.9611744386132705,4,2,3,1,0,0,0,1,2,1,0
64,6.845098040014257,0.960870380939743,3,1,1,1,0,1,0,1,1,1,0
65,6.840733234611807,0.9602576779214278,3,2,2,1,0,1,0,1,1,0,0
66,6.840733234611807,0.9602576779214278,2,1,1,1,0,1,1,0,1,0,0
67,6.838534270511868,0.9599490016307407,3,2,1,1,0,0,0,0,2,0,2
68,6.836324115706752,0.9596387544615821,3,1,1,1,0,0,0,1,1,0,0
69,6.831869774280501,0.9590134829580832,4,2,2,1,0,0,0,0,2,1,0
70,6.831869774280501,0.9590134829580832,3,2,2,1,0,1,0,1,0,1,1
71,6.8296253533580495,0.9586984257340466,4,2,4,1,0,0,0,1,0,0,2
72,6.827369273053825,0.9583817318417636,3,1,4,1,0,0,0,1,0,1,2
73,6.825101411598003,0.9580633841879774,2,2,4,1,0,1,0,0,0,1,0
74,6.8228216453031045,0.9577433654102437,3,1,2,1,0,1,1,0,1,0,0
75,6.8228216453031045,0.9577433654102437,4,2,2,1,0,0,1,0,0,0,1
76,6.8228216453031045,0.9577433654102437,3,2,3,1,0,0,0,1,0,1,0
77,6.8228216453031045,0.9577433654102437,3,2,3,1,0,0,0,1,0,1,0
78,6.8228216453031045,0.9577433654102437,3,1,1,1,1,1,0,1,2,1,0
79,6.8228216453031045,0.9577433654102437,3,2,3,1,1,0,0,1,0,0,0
80,6.82144801901753,0.9575505446785941,3,1,2,1,0,0,1,0,1,1,1
81,6.8205298485235195,0.9574216578712482,3,2,2,1,0,1,0,1,1,0,1
82,6.8205298485235195,0.9574216578712482,3,2,1,1,0,1,0,1,1,1,0
83,6.818225893613955,0.9570982436529741,3,2,4,1,0,0,0,1,0,0,1
84,6.813580988568192,0.9564462220669192,3,1,2,1,0,0,1,0,2,0,1
85,6.813580988568192,0.9564462220669192,3,2,3,1,0,0,0,1,0,0,0
86,6.813580988568192,0.9564462220669192,3,1,3,1,0,1,0,0,0,1,2
87,6.811239772753289,0.9561175774048885,3,1,1,1,0,1,0,0,2,0,1
88,6.811239772753289,0.9561175774048885,3,1,1,1,1,1,0,1,2,1,2
89,6.8088858673598125,0.955787151462279,5,3,2,1,0,0,0,0,2,0,0
90,6.8088858673598125,0.955787151462279,3,1,2,1,0,0,0,1,0,0,1
91,6.807467375684278,0.9555880328187383,2,1,1,1,1,1,0,0,2,1,0
92,6.806519134080705,0.9554549248244449,3,2,4,1,1,0,0,1,0,0,0
93,6.799340549453582,0.954447241763523,3,2,1,1,0,1,0,1,3,0,1
94,6.799340549453582,0.954447241763523,4,2,4,1,0,0,0,0,1,0,1
95,6.799340549453582,0.954447241763523,3,2,3,1,0,0,0,1,2,0,1
96,6.799340549453582,0.954447241763523,3,1,1,1,0,1,0,0,1,1,0
97,6.799340549453582,0.954447241763523,3,1,1,1,1,1,0,1,1,1,1
98,6.798857731747486,0.9543794669514649,3,2,3,1,0,0,0,1,0,1,2
99,6.796921075330169,0.9541076117086943,4,1,3,1,1,1,0,0,0,1,2
100,6.794488046659169,0.9537660789545578,3,2,1,1,0,1,0,1,0,1,2
101,6.794488046659169,0.9537660789545578,3,1,3,1,0,0,0,0,1,1,2
102,6.792041310712082,0.9534226220620788,3,2,4,1,1,0,0,1,1,0,1
103,6.792041310712082,0.9534226220620788,3,2,3,1,1,0,0,1,0,0,0
104,6.792041310712082,0.9534226220620788,3,2,1,1,1,1,0,0,2,1,0
105,6.789580712164425,0.9530772192278162,3,1,4,1,0,0,0,1,0,0,2
106,6.789580712164425,0.9530772192278162,4,2,1,1,0,1,0,1,0,1,1
107,6.78710609303657,0.952729848275616,3,1,3,1,0,1,0,0,0,1,2
108,6.785863475645474,0.9525554177212303,4,1,3,1,0,0,0,0,1,0,1
109,6.784617292632875,0.9523804866480686,4,2,2,1,1,0,1,0,1,0,1
110,6.784617292632875,0.9523804866480686,3,1,1,1,1,1,0,0,2,1,1
111,6.784617292632875,0.9523804866480686,3,1,3,1,0,0,0,1,2,0,2
112,6.784117816462923,0.9523103734291072,6,2,2,1,0,0,0,0,0,0,0
113,6.784117816462923,0.9523103734291072,3,1,1,1,0,1,0,0,2,1,0
114,6.779596491257824,0.9516756991780183,2,1,1,1,1,1,0,0,2,0,0
115,6.779596491257824,0.9516756991780183,3,1,1,1,1,1,0,1,2,1,1
116,6.779596491257824,0.9516756991780183,3,2,1,1,1,1,0,0,0,1,2
117,6.77451696572855,0.9509626683928089,4,1,2,1,1,0,0,1,0,0,0
118,6.77451696572855,0.9509626683928089,3,1,1,1,0,1,0,1,0,1,0
119,6.77451696572855,0.9509626683928089,3,1,1,1,0,1,0,1,2,1,1
120,6.77451696572855,0.9509626683928089,3,1,1,1,1,1,0,0,2,1,0
121,6.77451696572855,0.9509626683928089,3,1,2,1,1,1,0,1,0,1,1
122,6.77451696572855,0.9509626683928089,4,2,1,1,0,1,0,0,1,1,1
123,6.77451696572855,0.9509626683928089,4,2,2,1,0,0,0,0,0,0,0
124,6.77451696572855,0.9509626683928089,3,2,4,1,0,0,0,0,1,0,0
125,6.774005730258209,0.9508909044796751,3,1,1,1,0,0,0,1,2,0,1
126,6.769377326076138,0.9502411991776366,3,1,1,1,0,1,0,0,2,1,2
127,6.769377326076138,0.9502411991776366,3,2,3,1,0,0,0,1,0,0,2
128,6.768860000842957,0.9501685804231688,3,1,3,1,1,0,0,1,1,0,0
129,6.768860000842957,0.9501685804231688,3,1,3,1,0,0,0,0,2,1,1
130,6.768342058644533,0.9500958750631293,3,1,1,1,1,1,0,0,0,0,2
131,6.764176132390331,0.9495110894072567,4,1,4,1,1,0,0,0,0,0,1
132,6.764176132390331,0.9495110894072567,3,1,3,1,0,0,0,1,0,0,1
133,6.764176132390331,0.9495110894072567,3,1,3,1,0,0,0,1,0,0,2
134,6.76365257056453,0.9494375952004445,3,1,1,1,0,1,0,0,2,1,1
135,6.7615519885641815,0.9491427291495754,3,2,4,1,0,0,0,1,0,0,2
136,6.758911892397974,0.9487721296060609,4,2,2,1,0,0,0,1,2,0,2
137,6.758911892397974,0.9487721296060609,4,1,2,1,0,0,0,0,1,0,1
138,6.758911892397974,0.9487721296060609,3,1,3,1,0,0,0,1,0,0,1
139,6.758911892397974,0.9487721296060609,3,1,1,1,1,1,0,1,2,1,0
140,6.758911892397974,0.9487721296060609,3,2,4,1,0,0,0,1,0,0,2
141,6.752240571017397,0.9478356528633096,4,2,2,1,1,1,0,0,1,1,1
142,6.748188027006201,0.9472667830699114,4,2,2,1,0,0,0,0,1,0,1
143,6.748188027006201,0.9472667830699114,5,2,3,0,0,1,1,0,0,0,2
144,6.748188027006201,0.9472667830699114,4,1,2,1,1,1,0,1,1,0,0
145,6.748188027006201,0.9472667830699114,3,1,4,1,0,0,0,0,0,0,0
146,6.748188027006201,0.9472667830699114,2,1,1,1,0,0,0,0,1,0,1
147,6.748188027006201,0.9472667830699114,3,2,2,1,0,0,0,0,1,0,1
148,6.748188027006201,0.9472667830699114,3,1,3,1,0,0,0,0,0,1,1
149,6.748188027006201,0.9472667830699114,4,2,1,1,0,1,0,0,0,1,1
150,6.748188027006201,0.9472667830699114,3,1,2,1,1,1,0,1,0,1,2
151,6.745465168670727,0.9468845659108938,4,1,2,1,0,0,0,1,2,1,1
152,6.745465168670727,0.9468845659108938,5,1,2,1,1,1,0,1,0,1,0
153,6.742725131304698,0.9464999372712023,3,3,2,1,0,1,0,0,0,0,1
154,6.742725131304698,0.9464999372712023,3,2,2,1,0,0,0,0,2,0,1
155,6.742725131304698,0.9464999372712023,3,2,1,1,0,1,0,0,2,1,0
156,6.7421750432236776,0.9464227194810595,3,1,1,1,1,1,0,0,0,1,1
157,6.73996769675951,0.9461128665285535,4,2,2,0,1,1,0,0,1,0,0
158,6.73996769675951,0.9461128665285535,3,1,1,1,0,0,0,0,2,0,1
159,6.737192642704737,0.9457233224736473,3,2,1,1,1,1,0,1,0,0,0
160,6.737192642704737,0.9457233224736473,4,1,4,1,1,0,0,1,0,0,0
161,6.737192642704737,0.9457233224736473,3,1,3,1,1,0,0,1,0,1,1
162,6.737192642704737,0.9457233224736473,4,2,2,1,1,1,0,0,0,1,1
163,6.7343997425205675,0.9453312732950669,3,1,1,1,1,1,0,1,0,1,1
164,6.731588765186738,0.9449366865636892,3,2,2,1,1,1,0,0,1,1,0
165,6.731024379815688,0.944857461812881,3,2,1,1,1,1,1,0,0,0,2
166,6.725911632295048,0.9441397675404122,3,1,1,1,0,1,0,1,2,1,2
167,6.723044991643445,0.9437373671542056,2,2,1,1,0,0,0,1,2,0,1
168,6.720159303405957,0.9433322929916707,4,1,2,1,0,1,0,1,0,0,0
169,6.720159303405957,0.9433322929916707,4,2,2,0,0,0,0,1,0,0,1
170,6.720159303405957,0.9433322929916707,3,2,1,1,0,1,0,0,0,0,1
171,6.720159303405957,0.9433322929916707,3,1,1,1,0,0,0,0,1,1,1
172,6.720159303405957,0.9433322929916707,3,1,2,1,1,1,0,1,2,1,2
173,6.720159303405957,0.9433322929916707,4,2,1,1,0,0,0,1,0,1,2
174,6.720159303405957,0.9433322929916707,3,1,2,1,1,1,0,0,1,1,2
175,6.720159303405957,0.9433322929916707,4,2,2,1,1,0,0,0,2,0,1
176,6.720159303405957,0.9433322929916707,3,1,1,1,0,0,0,1,2,0,0
177,6.719579857713724,0.9432509541708421,3,1,1,1,0,1,0,0,0,1,1
178,6.718418641829656,0.9430879502310366,3,1,1,1,1,1,0,0,2,1,1
179,6.71725431276255,0.9429245092828268,3,2,2,1,0,0,0,0,2,0,1
180,6.71725431276255,0.9429245092828268,4,2,1,0,0,1,0,1,2,0,1
181,6.71725431276255,0.9429245092828268,3,1,2,1,1,1,0,0,1,1,0
182,6.711385379098452,0.9421006665135098,3,1,2,0,0,0,0,1,0,0,1
183,6.711385379098452,0.9421006665135098,3,1,1,1,0,0,0,0,1,1,1
184,6.708420900134713,0.9416845322208343,3,2,2,1,1,1,0,0,0,0,0
185,6.708420900134713,0.9416845322208343,3,1,2,1,0,1,0,0,0,0,2
186,6.708420900134713,0.9416845322208343,2,1,2,1,0,0,0,0,0,1,0
187,6.708420900134713,0.9416845322208343,3,1,1,1,0,1,0,1,0,1,1
188,6.705436046585251,0.9412655378762164,2,1,2,1,0,0,0,1,0,1,2
189,6.702430536445525,0.9408436438936912,2,1,1,0,1,1,0,0,0,0,1
190,6.702430536445525,0.9408436438936912,4,1,2,1,0,0,0,1,2,0,0
191,6.702430536445525,0.9408436438936912,3,1,2,1,1,1,0,0,0,0,1
192,6.702430536445525,0.9408436438936912,3,1,1,1,1,1,0,0,0,1,0
193,6.701826930397139,0.9407589135990688,2,1,1,1,1,1,0,0,0,0,1
194,6.699404081815337,0.9404188098597,3,2,1,1,1,1,0,0,0,0,1
195,6.696356388733332,0.9399909945098577,4,3,2,1,0,1,0,0,2,0,1
196,6.696356388733332,0.9399909945098577,3,1,1,1,1,1,1,0,0,0,1
197,6.695131297704026,0.9398190241922473,3,2,2,0,0,1,0,1,1,0,1
198,6.693287157005655,0.9395601557049018,3,1,2,1,0,0,0,1,0,0,1
199,6.690816057980915,0.9392132788819021,3,1,2,1,0,0,0,0,1,0,0
200,6.690196080028514,0.9391262504057845,3,1,2,1,0,1,0,1,0,0,1
201,6.690196080028514,0.9391262504057845,3,1,2,0,1,1,0,1,0,0,1
202,6.690196080028514,0.9391262504057845,2,1,1,1,0,1,0,0,1,0,1
203,6.690196080028514,0.9391262504057845,4,1,2,1,0,0,0,0,0,0,1
204,6.690196080028514,0.9391262504057845,3,1,1,1,1,1,0,0,0,0,1
205,6.690196080028514,0.9391262504057845,3,1,1,1,0,0,0,1,2,0,1
206,6.690196080028514,0.9391262504057845,2,1,1,1,1,1,0,1,0,0,1
207,6.690196080028514,0.9391262504057845,3,1,2,1,0,1,0,1,0,0,1
208,6.690196080028514,0.9391262504057845,3,1,3,1,0,0,0,0,0,0,1
209,6.690196080028514,0.9391262504057845,3,1,1,1,0,0,0,0,0,0,2
210,6.690196080028514,0.9391262504057845,3,1,2,1,1,1,0,0,2,0,1
211,6.690196080028514,0.9391262504057845,3,1,1,1,0,0,0,0,2,0,0
212,6.689575215759938,0.9390390975143619,4,2,2,1,0,1,0,1,2,0,1
213,6.689575215759938,0.9390390975143619,4,2,1,1,0,1,0,0,0,0,1
214,6.687082844604371,0.9386892346478706,2,1,1,1,0,1,0,0,0,0,2
215,6.683947130751513,0.9382490635142067,3,1,3,1,0,0,0,0,0,0,2
216,6.683947130751513,0.9382490635142067,3,1,1,1,0,0,0,0,2,1,1
217,6.683947130751513,0.9382490635142067,3,1,2,1,0,0,0,1,2,1,0
218,6.683947130751513,0.9382490635142067,2,1,1,1,0,0,0,1,0,1,1
219,6.680788611506682,0.9378056911078153,3,1,2,1,0,1,0,0,0,0,2
220,6.680788611506682,0.9378056911078153,4,1,4,1,0,1,0,1,2,0,1
221,6.678245151927042,0.9374486567803437,4,2,2,1,0,0,0,0,0,0,1
222,6.6776069527204935,0.9373590705229772,2,1,1,1,0,1,0,1,2,0,1
223,6.6776069527204935,0.9373590705229772,3,1,2,1,0,1,0,1,1,0,0
224,6.6776069527204935,0.9373590705229772,2,1,1,1,0,0,0,1,2,1,2
225,6.676967814294758,0.9372693524241247,2,1,1,1,0,0,0,1,3,0,1
226,6.671172842715083,0.9364558919715865,3,1,4,1,0,0,0,1,0,0,1
227,6.671172842715083,0.9364558919715865,2,1,1,1,0,1,0,1,1,0,0
228,6.671172842715083,0.9364558919715865,3,1,2,1,0,0,0,0,2,0,1
229,6.671172842715083,0.9364558919715865,4,2,2,1,1,1,0,0,1,0,1
230,6.671172842715083,0.9364558919715865,2,1,2,1,0,0,0,0,0,1,1
231,6.671172842715083,0.9364558919715865,3,1,1,1,0,0,0,0,0,1,1
232,6.6679196853173615,0.9359992348762852,3,1,2,1,0,1,0,0,0,0,0
233,6.664641975556125,0.9355391312797439,3,1,1,1,1,1,0,1,0,0,2
234,6.664641975556125,0.9355391312797439,3,2,2,1,0,1,0,0,2,0,1
235,6.664641975556125,0.9355391312797439,3,1,2,1,1,0,0,1,1,0,1
236,6.664641975556125,0.9355391312797439,2,1,2,1,1,1,0,0,0,1,1
237,6.664641975556125,0.9355391312797439,3,1,2,1,0,1,0,0,0,0,1
238,6.663983454608267,0.9354466923883903,4,2,2,1,0,1,0,0,0,0,1
239,6.66133934000604,0.9350755287629406,3,1,2,1,0,0,0,0,1,0,0
240,6.66133934000604,0.9350755287629406,3,1,2,1,0,0,0,0,1,1,1
241,6.658011396657113,0.9346083737017952,3,1,1,1,0,0,0,0,2,0,1
242,6.658011396657113,0.9346083737017952,3,1,2,1,0,0,0,1,0,0,0
243,6.658011396657113,0.9346083737017952,3,1,2,1,0,1,0,0,0,0,0
244,6.658011396657113,0.9346083737017952,3,1,2,1,1,1,0,0,0,1,1
245,6.658011396657113,0.9346083737017952,3,1,2,1,0,0,0,0,2,1,2
246,6.658011396657113,0.9346083737017952,3,1,1,1,0,0,0,0,0,1,1
247,6.658011396657113,0.9346083737017952,4,1,4,1,0,0,0,0,3,0,2
248,6.657342736814626,0.9345145115782999,2,2,1,1,1,1,0,0,0,0,1
249,6.657342736814626,0.9345145115782999,4,2,2,1,1,1,0,0,0,1,0
250,6.6546577546495245,0.934137611229946,3,1,3,1,0,0,0,0,0,0,1
251,6.6546577546495245,0.934137611229946,3,1,2,1,0,1,0,0,1,0,1
252,6.6546577546495245,0.934137611229946,3,1,1,1,0,0,0,0,0,0,1
253,6.6546577546495245,0.934137611229946,2,1,2,1,0,0,0,0,0,1,0
254,6.6512780139981444,0.9336631852000797,4,1,2,1,0,0,0,1,2,0,1
255,6.6512780139981444,0.9336631852000797,2,1,1,1,0,0,0,1,1,0,2
256,6.6512780139981444,0.9336631852000797,3,1,2,1,0,0,0,0,2,0,0
257,6.6512780139981444,0.9336631852000797,3,1,1,1,0,0,0,0,0,0,0
258,6.6512780139981444,0.9336631852000797,3,1,2,1,0,0,0,0,1,0,1
259,6.650598898172657,0.9335678553336375,2,1,1,1,0,1,0,1,1,0,0
260,6.650598898172657,0.9335678553336375,3,1,2,1,0,0,0,1,1,0,0
261,6.650598898172657,0.9335678553336375,3,1,2,1,0,0,0,0,0,0,1
262,6.647871765306233,0.9331850381437425,2,1,1,1,1,1,0,0,0,0,1
263,6.644438589467838,0.9327031112295643,3,1,2,0,0,0,0,0,0,0,1
264,6.644438589467838,0.9327031112295643,2,1,2,1,0,1,0,0,0,0,1
265,6.643748685459526,0.9326062669881227,3,1,2,1,0,0,0,0,0,1,1
266,6.643748685459526,0.9326062669881227,3,1,1,1,0,0,0,0,2,1,2
267,6.643748685459526,0.9326062669881227,3,1,2,1,0,0,0,0,1,0,1
268,6.6416723732246865,0.9323148077692222,4,1,2,1,0,0,0,1,0,0,1
269,6.640978057358332,0.9322173442198184,3,1,2,1,0,0,0,0,0,0,2
270,6.63748972951251,0.9317276754252353,3,2,3,1,0,0,1,0,1,0,0
271,6.63748972951251,0.9317276754252353,5,1,2,0,0,1,0,0,0,0,1
272,6.63748972951251,0.9317276754252353,3,1,1,1,1,1,0,0,2,0,1
273,6.63748972951251,0.9317276754252353,4,1,2,1,0,0,0,0,2,0,0
274,6.63748972951251,0.9317276754252353,4,1,2,1,0,0,0,0,0,0,1
275,6.635383204047499,0.9314319750694197,2,1,1,1,0,1,0,0,0,0,0
276,6.633973155789674,0.9312340416579886,2,1,1,1,0,0,0,0,1,0,1
277,6.633973155789674,0.9312340416579886,2,1,1,1,0,0,0,0,1,1,1
278,6.631139250256811,0.9308362364150262,3,1,2,1,0,1,0,0,2,1,1
279,6.630427875025024,0.930736378182761,2,1,1,1,0,0,0,0,0,0,0
280,6.630427875025024,0.930736378182761,2,1,2,1,0,0,0,0,0,0,2
281,6.630427875025024,0.930736378182761,2,1,1,1,0,0,0,1,2,0,0
282,6.630427875025024,0.930736378182761,3,1,2,0,1,1,0,1,0,0,2
283,6.630427875025024,0.930736378182761,4,1,2,1,0,0,0,0,0,0,0
284,6.630427875025024,0.930736378182761,2,1,1,1,0,0,0,0,1,0,0
285,6.6268534146667255,0.9302346186657965,3,1,2,1,1,0,0,0,0,0,1
286,6.6268534146667255,0.9302346186657965,3,1,1,1,0,1,0,0,0,1,0
287,6.623249290397901,0.9297286951218391,3,1,2,1,0,0,0,1,0,0,2
288,6.623249290397901,0.9297286951218391,3,1,2,1,0,1,0,1,0,0,2
289,6.623249290397901,0.9297286951218391,2,1,1,1,1,1,0,0,2,0,1
290,6.623249290397901,0.9297286951218391,4,3,2,0,0,0,0,0,0,0,1
291,6.623249290397901,0.9297286951218391,3,1,2,1,0,1,0,1,0,0,2
292,6.623249290397901,0.9297286951218391,4,2,2,0,0,0,0,0,0,0,1
293,6.623249290397901,0.9297286951218391,2,1,1,0,0,0,0,0,1,0,2
294,6.623249290397901,0.9297286951218391,4,2,2,0,0,0,0,0,0,0,1
295,6.623249290397901,0.9297286951218391,3,1,2,0,0,0,0,0,0,0,1
296,6.623249290397901,0.9297286951218391,3,2,2,1,0,0,0,1,1,0,1
297,6.623249290397901,0.9297286951218391,3,2,2,1,0,1,0,0,0,0,2
298,6.623249290397901,0.9297286951218391,3,1,1,1,0,0,1,0,2,0,1
299,6.623249290397901,0.9297286951218391,3,1,1,1,0,0,0,0,3,0,0
300,6.623249290397901,0.9297286951218391,3,1,3,1,0,0,0,0,0,0,1
301,6.623249290397901,0.9297286951218391,3,1,2,1,0,0,0,0,0,1,1
302,6.623249290397901,0.9297286951218391,3,1,3,1,0,0,0,0,1,1,2
303,6.623249290397901,0.9297286951218391,3,1,1,1,0,1,0,0,0,0,0
304,6.622524862403568,0.9296270046275893,3,1,1,1,0,1,0,0,3,0,1
305,6.622524862403568,0.9296270046275893,3,1,2,1,0,0,0,0,1,0,1
306,6.619615005742807,0.9292185378588503,3,1,2,1,0,0,0,0,1,0,1
307,6.619615005742807,0.9292185378588503,3,1,2,1,0,0,0,0,2,0,1
308,6.619615005742807,0.9292185378588503,3,1,2,1,0,1,0,0,1,0,1
309,6.615950051656401,0.9287040754203949,4,1,2,1,0,0,0,1,0,0,1
310,6.615950051656401,0.9287040754203949,3,1,1,1,0,1,0,0,0,0,1
311,6.615213334801359,0.9286006598957361,2,1,1,1,0,1,0,0,1,0,1
312,6.612624939422639,0.9282373177727987,3,1,1,1,0,1,0,1,0,1,0
313,6.612253906096437,0.928185234525575,3,2,2,1,0,0,0,0,0,0,1
314,6.612253906096437,0.928185234525575,2,1,2,1,0,0,0,0,1,0,1
315,6.612253906096437,0.928185234525575,2,1,1,1,0,0,0,1,0,0,1
316,6.608526033577194,0.9276619400063847,4,2,2,0,0,1,0,0,1,0,2
317,6.608526033577194,0.9276619400063847,3,2,2,1,0,0,0,0,2,0,2
318,6.608526033577194,0.9276619400063847,3,1,1,1,0,0,0,0,0,0,1
319,6.608526033577194,0.9276619400063847,4,1,3,1,0,1,0,1,2,0,1
320,6.608526033577194,0.9276619400063847,3,1,2,1,0,0,0,0,2,1,0
321,6.6047658847038875,0.9271341147423544,3,2,2,1,0,0,1,0,2,0,1
322,6.6047658847038875,0.9271341147423544,3,2,1,1,0,1,0,1,1,0,0
323,6.6047658847038875,0.9271341147423544,3,1,1,1,0,0,0,0,3,0,1
324,6.602873531026183,0.9268684784302753,3,1,2,0,0,1,0,1,0,0,1
325,6.602873531026183,0.9268684784302753,4,1,2,1,0,0,0,1,0,0,1
326,6.600972895686748,0.9266016795923399,4,1,1,0,0,1,0,0,0,0,2
327,6.600972895686748,0.9266016795923399,3,1,2,0,0,0,0,1,1,0,1
328,6.600972895686748,0.9266016795923399,3,2,2,0,0,1,0,1,0,0,1
329,6.600972895686748,0.9266016795923399,3,1,2,1,0,0,0,0,0,0,0
330,6.600972895686748,0.9266016795923399,2,1,2,1,1,1,0,0,0,1,2
331,6.593286067020458,0.9255226525359529,3,2,1,1,1,1,0,0,3,0,0
332,6.593286067020458,0.9255226525359529,4,1,2,1,1,1,0,0,0,0,1
333,6.593286067020458,0.9255226525359529,3,1,2,1,0,0,0,0,0,0,1
334,6.593286067020458,0.9255226525359529,2,1,1,1,0,0,1,0,1,0,0
335,6.593286067020458,0.9255226525359529,2,1,1,1,0,1,0,1,2,0,0
336,6.593286067020458,0.9255226525359529,3,1,1,1,0,0,0,1,2,0,1
337,6.593286067020458,0.9255226525359529,4,2,1,1,0,1,0,0,0,1,2
